Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Suitable Season
35.76,52.2,41.09,Sandy,Maize,36,0,2,10-26-26,"Kharif, Rabi, Summer"
34.33,54.12,42.26,Sandy,Maize,26,0,18,10-26-26,"Kharif, Rabi, Summer"
31.27,50.14,42.65,Red,Barley,42,2,2,DAP,"Rabi, Kharif, Zaid, Summer"
33.36,49.37,28.54,Black,Cotton,16,0,36,DAP,Kharif
25.43,50.03,57.43,Loamy,Pulses,5,11,30,Urea,"Rabi, Kharif"
28.68,68.2,43.9,Sandy,Cotton,21,0,28,DAP,Kharif
37.75,58.35,37.82,Red,Wheat,33,0,0,Urea,Rabi
29.75,56.27,31.85,Loamy,Barley,6,11,28,20-20,"Rabi, Kharif, Zaid, Summer"
23.77,54.99,41.64,Clayey,Maize,25,0,14,10-26-26,"Kharif, Rabi, Summer"
34.64,54.07,50.89,Black,Maize,21,0,27,Urea,"Kharif, Rabi, Summer"
22.76,49.09,32.91,Black,Pulses,1,22,19,14-35-14,"Rabi, Kharif"
30.87,68.3,42.11,Loamy,Cotton,12,13,16,Urea,Kharif
27.9,57.2,31.87,Clayey,Pulses,15,0,34,DAP,"Rabi, Kharif"
25.3,58.41,32.96,Loamy,Maize,42,4,0,20-20,"Kharif, Rabi, Summer"
33.84,59.65,46.92,Clayey,Pulses,18,0,19,DAP,"Rabi, Kharif"
32.61,54.03,34.38,Loamy,Wheat,3,19,21,20-20,Rabi
22.73,57.96,38.9,Red,Barley,20,4,24,Urea,"Rabi, Kharif, Zaid, Summer"
29.59,61.69,42.35,Sandy,Pulses,25,1,20,14-35-14,"Rabi, Kharif"
35.43,75.29,47.09,Clayey,Barley,11,8,32,14-35-14,"Rabi, Kharif, Zaid, Summer"
28.02,58.94,45.14,Clayey,Pulses,8,0,33,DAP,"Rabi, Kharif"
31.97,74.57,25.98,Loamy,Wheat,11,0,10,20-20,Rabi
38.94,72.08,57.52,Black,Maize,14,18,13,14-35-14,"Kharif, Rabi, Summer"
27.52,45.64,50.85,Black,Wheat,24,3,19,17-17-17,Rabi
35.55,67.27,37.82,Sandy,Pulses,9,0,41,DAP,"Rabi, Kharif"
34.18,74.74,50.05,Red,Maize,38,2,0,10-26-26,"Kharif, Rabi, Summer"
30.91,69.94,41.75,Sandy,Maize,17,0,11,10-26-26,"Kharif, Rabi, Summer"
28.89,56.51,48.61,Clayey,Maize,18,4,28,17-17-17,"Kharif, Rabi, Summer"
27.53,56.83,40.73,Black,Pulses,44,0,0,14-35-14,"Rabi, Kharif"
38.55,59.74,67.6,Red,Barley,13,3,37,20-20,"Rabi, Kharif, Zaid, Summer"
33.73,65.97,52.77,Clayey,Pulses,10,22,19,10-26-26,"Rabi, Kharif"
29.44,60.05,37.08,Loamy,Pulses,32,2,0,20-20,"Rabi, Kharif"
29.9,50.37,36.94,Red,Maize,10,17,21,14-35-14,"Kharif, Rabi, Summer"
29.48,65.8,57.41,Loamy,Cotton,1,5,27,14-35-14,Kharif
40.0,69.31,59.57,Sandy,Wheat,40,0,4,DAP,Rabi
28.24,40.02,40.05,Red,Pulses,1,17,15,20-20,"Rabi, Kharif"
31.85,64.85,57.26,Loamy,Pulses,35,0,2,DAP,"Rabi, Kharif"
36.87,57.57,45.09,Clayey,Wheat,4,9,33,17-17-17,Rabi
34.86,62.76,36.35,Red,Wheat,2,21,13,28-28,Rabi
35.65,71.86,53.99,Loamy,Barley,44,0,0,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.31,50.43,35.53,Clayey,Maize,25,0,22,28-28,"Kharif, Rabi, Summer"
25.23,48.47,57.13,Red,Wheat,9,0,6,14-35-14,Rabi
37.83,59.3,43.69,Loamy,Cotton,13,11,12,17-17-17,Kharif
32.93,59.84,31.68,Loamy,Pulses,12,0,34,28-28,"Rabi, Kharif"
26.86,48.06,41.76,Sandy,Maize,37,0,0,14-35-14,"Kharif, Rabi, Summer"
35.85,63.92,50.71,Loamy,Barley,17,13,16,14-35-14,"Rabi, Kharif, Zaid, Summer"
21.61,58.34,25.13,Clayey,Maize,17,18,10,17-17-17,"Kharif, Rabi, Summer"
29.99,54.05,36.41,Clayey,Pulses,16,0,13,20-20,"Rabi, Kharif"
28.84,56.24,54.54,Loamy,Maize,39,4,3,DAP,"Kharif, Rabi, Summer"
34.15,64.07,42.61,Clayey,Barley,17,4,22,20-20,"Rabi, Kharif, Zaid, Summer"
29.23,57.13,41.46,Red,Maize,42,3,1,20-20,"Kharif, Rabi, Summer"
29.11,56.7,40.85,Red,Pulses,39,0,0,10-26-26,"Rabi, Kharif"
30.83,43.14,58.64,Black,Wheat,15,0,11,DAP,Rabi
29.28,64.36,38.44,Black,Wheat,21,0,19,28-28,Rabi
29.51,61.2,48.69,Loamy,Wheat,40,0,0,17-17-17,Rabi
33.16,68.18,27.27,Loamy,Maize,35,3,0,Urea,"Kharif, Rabi, Summer"
34.75,70.91,33.64,Clayey,Maize,14,0,35,20-20,"Kharif, Rabi, Summer"
27.58,60.64,42.28,Loamy,Wheat,14,2,12,DAP,Rabi
28.06,60.94,51.32,Clayey,Cotton,12,0,5,10-26-26,Kharif
32.73,68.98,46.02,Clayey,Pulses,25,0,27,Urea,"Rabi, Kharif"
31.37,64.37,50.13,Clayey,Pulses,24,0,21,20-20,"Rabi, Kharif"
34.0,59.81,36.57,Sandy,Wheat,18,3,24,DAP,Rabi
31.81,58.06,49.03,Black,Wheat,12,10,11,Urea,Rabi
22.25,58.5,48.46,Sandy,Pulses,19,0,14,20-20,"Rabi, Kharif"
31.1,60.2,37.11,Clayey,Maize,10,4,6,20-20,"Kharif, Rabi, Summer"
35.42,57.14,39.62,Sandy,Pulses,20,0,21,Urea,"Rabi, Kharif"
26.7,56.64,48.14,Black,Barley,31,0,0,20-20,"Rabi, Kharif, Zaid, Summer"
32.35,63.16,38.72,Red,Barley,14,2,42,28-28,"Rabi, Kharif, Zaid, Summer"
24.07,56.17,37.66,Black,Pulses,38,0,0,DAP,"Rabi, Kharif"
36.03,64.38,52.82,Sandy,Barley,41,1,3,10-26-26,"Rabi, Kharif, Zaid, Summer"
30.57,51.83,41.43,Black,Pulses,39,0,0,20-20,"Rabi, Kharif"
28.11,55.71,25.36,Clayey,Maize,38,3,0,14-35-14,"Kharif, Rabi, Summer"
36.51,58.06,51.75,Loamy,Pulses,14,0,40,DAP,"Rabi, Kharif"
29.35,50.79,33.69,Loamy,Cotton,38,0,0,20-20,Kharif
30.75,58.05,65.23,Red,Cotton,14,0,36,Urea,Kharif
22.18,48.97,24.49,Clayey,Maize,9,0,42,DAP,"Kharif, Rabi, Summer"
21.2,48.29,57.03,Sandy,Barley,34,2,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
22.68,56.76,68.02,Black,Cotton,8,0,11,10-26-26,Kharif
31.48,59.28,37.95,Black,Pulses,23,1,25,14-35-14,"Rabi, Kharif"
24.64,58.38,63.27,Loamy,Maize,38,0,0,20-20,"Kharif, Rabi, Summer"
22.31,49.61,31.26,Black,Wheat,17,0,17,DAP,Rabi
35.59,59.08,70.0,Black,Barley,6,10,13,DAP,"Rabi, Kharif, Zaid, Summer"
33.9,62.16,47.51,Sandy,Pulses,6,14,17,DAP,"Rabi, Kharif"
26.37,52.2,36.71,Loamy,Cotton,17,4,44,14-35-14,Kharif
23.6,55.67,40.76,Black,Pulses,16,2,21,20-20,"Rabi, Kharif"
30.68,54.7,40.85,Black,Maize,19,0,13,DAP,"Kharif, Rabi, Summer"
30.56,60.51,28.79,Red,Wheat,16,1,40,20-20,Rabi
25.84,60.68,34.82,Sandy,Cotton,7,12,27,14-35-14,Kharif
26.71,55.16,44.94,Red,Cotton,24,0,22,10-26-26,Kharif
29.22,49.26,33.55,Red,Wheat,35,0,0,28-28,Rabi
32.64,67.85,32.04,Loamy,Maize,5,7,27,17-17-17,"Kharif, Rabi, Summer"
29.75,58.55,65.87,Clayey,Barley,18,1,40,10-26-26,"Rabi, Kharif, Zaid, Summer"
31.03,54.07,57.8,Black,Cotton,6,0,16,28-28,Kharif
32.8,73.72,52.98,Clayey,Pulses,2,6,25,Urea,"Rabi, Kharif"
29.21,57.9,34.9,Red,Barley,10,14,24,Urea,"Rabi, Kharif, Zaid, Summer"
33.39,63.67,59.26,Black,Maize,11,16,15,17-17-17,"Kharif, Rabi, Summer"
24.6,59.94,58.54,Black,Barley,12,0,12,17-17-17,"Rabi, Kharif, Zaid, Summer"
32.18,53.01,45.88,Sandy,Barley,1,18,14,DAP,"Rabi, Kharif, Zaid, Summer"
33.16,63.11,53.91,Sandy,Pulses,23,0,28,10-26-26,"Rabi, Kharif"
22.93,59.18,36.33,Loamy,Pulses,11,0,38,17-17-17,"Rabi, Kharif"
28.19,51.2,44.38,Clayey,Cotton,24,0,16,14-35-14,Kharif
31.97,58.34,59.73,Red,Cotton,6,11,32,DAP,Kharif
34.13,65.02,35.68,Black,Cotton,41,0,3,DAP,Kharif
26.4,65.58,44.9,Sandy,Maize,27,0,20,Urea,"Kharif, Rabi, Summer"
37.03,63.45,39.53,Red,Cotton,39,3,0,20-20,Kharif
21.34,54.69,39.42,Red,Pulses,20,2,26,14-35-14,"Rabi, Kharif"
27.05,53.84,37.54,Black,Maize,23,0,24,14-35-14,"Kharif, Rabi, Summer"
36.19,70.05,26.41,Black,Wheat,19,3,24,14-35-14,Rabi
27.86,44.14,58.37,Black,Barley,13,0,16,14-35-14,"Rabi, Kharif, Zaid, Summer"
34.43,59.77,62.97,Red,Cotton,17,2,42,14-35-14,Kharif
31.27,43.49,37.61,Loamy,Barley,35,0,3,14-35-14,"Rabi, Kharif, Zaid, Summer"
25.82,61.11,39.24,Red,Barley,6,20,16,17-17-17,"Rabi, Kharif, Zaid, Summer"
30.47,67.64,60.18,Red,Cotton,39,0,0,17-17-17,Kharif
29.93,66.3,55.91,Black,Cotton,8,9,11,DAP,Kharif
30.69,60.36,64.89,Loamy,Barley,7,9,32,17-17-17,"Rabi, Kharif, Zaid, Summer"
28.21,57.45,20.0,Sandy,Pulses,18,13,13,DAP,"Rabi, Kharif"
21.63,57.62,34.24,Sandy,Maize,11,15,11,20-20,"Kharif, Rabi, Summer"
31.18,47.51,35.51,Red,Wheat,13,12,25,17-17-17,Rabi
31.88,56.55,43.06,Loamy,Cotton,9,0,12,DAP,Kharif
31.35,62.93,34.02,Clayey,Barley,17,2,28,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.99,59.97,63.35,Red,Wheat,13,0,14,DAP,Rabi
24.38,50.13,34.67,Clayey,Cotton,13,3,33,28-28,Kharif
31.93,53.26,30.3,Clayey,Wheat,31,1,4,DAP,Rabi
36.49,72.03,52.71,Red,Wheat,9,13,23,17-17-17,Rabi
32.12,76.73,34.45,Black,Wheat,4,3,33,Urea,Rabi
34.0,59.76,27.52,Black,Maize,13,0,41,DAP,"Kharif, Rabi, Summer"
33.03,59.23,50.06,Sandy,Cotton,9,7,28,17-17-17,Kharif
29.07,56.52,53.78,Clayey,Cotton,5,14,11,Urea,Kharif
38.17,66.45,68.55,Loamy,Cotton,37,4,0,Urea,Kharif
28.13,55.71,50.38,Clayey,Cotton,18,3,20,14-35-14,Kharif
32.56,62.62,56.5,Clayey,Maize,11,0,40,DAP,"Kharif, Rabi, Summer"
29.51,47.21,49.01,Clayey,Wheat,1,14,12,DAP,Rabi
33.01,56.62,38.75,Sandy,Pulses,38,0,4,17-17-17,"Rabi, Kharif"
29.94,54.58,36.36,Sandy,Cotton,20,2,20,10-26-26,Kharif
28.42,68.97,38.11,Sandy,Barley,35,1,1,20-20,"Rabi, Kharif, Zaid, Summer"
31.81,62.69,55.11,Sandy,Barley,17,0,8,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.4,73.93,50.87,Clayey,Cotton,11,2,37,DAP,Kharif
28.4,64.69,20.0,Black,Wheat,9,8,30,DAP,Rabi
31.62,53.17,41.08,Clayey,Maize,38,0,0,DAP,"Kharif, Rabi, Summer"
35.85,65.73,46.71,Clayey,Wheat,41,0,0,20-20,Rabi
33.33,68.93,44.04,Loamy,Wheat,41,0,0,20-20,Rabi
26.1,56.4,70.0,Red,Maize,8,14,10,20-20,"Kharif, Rabi, Summer"
23.85,54.74,31.15,Black,Maize,10,4,8,28-28,"Kharif, Rabi, Summer"
33.93,68.08,68.4,Red,Barley,4,5,28,20-20,"Rabi, Kharif, Zaid, Summer"
30.9,61.42,48.45,Loamy,Barley,13,0,6,28-28,"Rabi, Kharif, Zaid, Summer"
30.53,72.94,69.94,Black,Pulses,14,0,37,DAP,"Rabi, Kharif"
36.91,57.36,46.79,Black,Barley,9,4,30,10-26-26,"Rabi, Kharif, Zaid, Summer"
33.83,56.33,40.46,Clayey,Cotton,9,11,17,Urea,Kharif
32.23,65.73,36.41,Black,Pulses,13,0,11,10-26-26,"Rabi, Kharif"
26.38,58.32,37.72,Loamy,Pulses,38,0,0,Urea,"Rabi, Kharif"
34.6,52.97,41.6,Red,Wheat,12,3,41,14-35-14,Rabi
27.41,54.55,26.1,Loamy,Cotton,33,0,0,Urea,Kharif
29.23,70.7,54.12,Sandy,Maize,42,3,0,10-26-26,"Kharif, Rabi, Summer"
24.33,52.3,46.6,Red,Cotton,20,0,16,14-35-14,Kharif
33.99,62.02,24.13,Loamy,Cotton,42,0,3,28-28,Kharif
29.19,67.99,28.27,Clayey,Pulses,42,0,0,17-17-17,"Rabi, Kharif"
32.92,56.58,28.5,Loamy,Barley,2,14,21,28-28,"Rabi, Kharif, Zaid, Summer"
22.82,48.25,49.55,Clayey,Maize,21,0,24,28-28,"Kharif, Rabi, Summer"
36.11,61.24,27.61,Loamy,Cotton,14,4,35,20-20,Kharif
32.0,59.17,32.35,Loamy,Cotton,40,0,0,28-28,Kharif
21.56,48.99,38.37,Clayey,Wheat,32,1,4,Urea,Rabi
34.16,57.77,64.71,Red,Cotton,3,12,29,20-20,Kharif
29.74,67.3,55.7,Clayey,Barley,41,3,4,20-20,"Rabi, Kharif, Zaid, Summer"
27.82,58.21,39.11,Red,Pulses,23,3,13,17-17-17,"Rabi, Kharif"
37.79,65.38,42.1,Loamy,Pulses,16,2,42,Urea,"Rabi, Kharif"
30.84,62.89,31.1,Black,Pulses,18,0,36,DAP,"Rabi, Kharif"
32.08,69.28,53.59,Clayey,Pulses,12,19,10,20-20,"Rabi, Kharif"
30.53,54.66,40.76,Red,Wheat,23,0,22,DAP,Rabi
25.51,63.32,68.32,Clayey,Maize,4,12,33,10-26-26,"Kharif, Rabi, Summer"
31.27,76.13,35.28,Red,Cotton,9,3,32,20-20,Kharif
37.78,70.33,64.11,Loamy,Wheat,5,10,28,10-26-26,Rabi
24.84,49.58,47.64,Loamy,Barley,37,0,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
30.73,49.9,32.48,Loamy,Pulses,15,0,10,20-20,"Rabi, Kharif"
23.92,47.26,38.11,Red,Maize,9,7,25,Urea,"Kharif, Rabi, Summer"
31.12,72.97,50.32,Clayey,Pulses,14,17,8,17-17-17,"Rabi, Kharif"
24.8,61.32,54.78,Black,Cotton,7,6,32,20-20,Kharif
32.45,67.58,55.57,Black,Cotton,4,0,10,17-17-17,Kharif
31.61,66.27,33.06,Sandy,Pulses,7,6,18,Urea,"Rabi, Kharif"
40.0,65.43,64.34,Sandy,Pulses,14,0,36,17-17-17,"Rabi, Kharif"
36.22,77.81,51.95,Black,Pulses,37,0,0,14-35-14,"Rabi, Kharif"
30.24,56.13,30.91,Black,Barley,38,2,1,10-26-26,"Rabi, Kharif, Zaid, Summer"
29.73,58.45,60.67,Loamy,Cotton,9,0,8,14-35-14,Kharif
27.58,64.59,62.12,Sandy,Cotton,14,1,34,20-20,Kharif
26.09,69.65,41.82,Loamy,Cotton,9,0,39,28-28,Kharif
29.86,48.43,47.14,Clayey,Maize,39,0,2,14-35-14,"Kharif, Rabi, Summer"
22.32,56.11,24.06,Black,Maize,15,0,38,17-17-17,"Kharif, Rabi, Summer"
30.23,55.76,53.54,Loamy,Barley,5,7,25,14-35-14,"Rabi, Kharif, Zaid, Summer"
26.41,55.23,43.13,Black,Barley,20,1,27,10-26-26,"Rabi, Kharif, Zaid, Summer"
35.84,73.34,56.27,Red,Barley,11,6,26,10-26-26,"Rabi, Kharif, Zaid, Summer"
32.85,53.21,37.96,Black,Barley,40,2,0,DAP,"Rabi, Kharif, Zaid, Summer"
39.61,74.2,29.32,Clayey,Cotton,9,1,38,28-28,Kharif
40.0,65.97,61.68,Black,Cotton,10,4,39,17-17-17,Kharif
37.12,73.45,56.53,Loamy,Wheat,15,14,13,14-35-14,Rabi
27.79,54.72,69.39,Black,Maize,40,0,0,20-20,"Kharif, Rabi, Summer"
23.68,57.9,28.78,Sandy,Maize,32,0,2,14-35-14,"Kharif, Rabi, Summer"
31.87,56.38,39.33,Clayey,Barley,40,2,0,20-20,"Rabi, Kharif, Zaid, Summer"
33.5,61.54,58.09,Loamy,Pulses,39,0,0,14-35-14,"Rabi, Kharif"
21.34,47.91,23.25,Loamy,Barley,13,2,6,10-26-26,"Rabi, Kharif, Zaid, Summer"
39.1,77.95,44.22,Sandy,Cotton,13,0,36,28-28,Kharif
30.22,56.38,60.39,Loamy,Maize,14,10,33,Urea,"Kharif, Rabi, Summer"
31.78,51.44,58.82,Loamy,Barley,10,4,4,17-17-17,"Rabi, Kharif, Zaid, Summer"
25.66,45.25,65.07,Sandy,Barley,8,0,15,28-28,"Rabi, Kharif, Zaid, Summer"
29.68,74.89,47.11,Sandy,Barley,22,0,21,20-20,"Rabi, Kharif, Zaid, Summer"
31.95,59.95,41.17,Loamy,Maize,15,3,39,20-20,"Kharif, Rabi, Summer"
28.67,59.49,43.85,Loamy,Pulses,38,1,1,28-28,"Rabi, Kharif"
32.76,50.9,22.0,Red,Cotton,9,20,17,14-35-14,Kharif
40.0,52.95,43.51,Loamy,Wheat,10,0,43,14-35-14,Rabi
32.76,57.8,53.21,Loamy,Cotton,17,3,28,10-26-26,Kharif
33.29,71.48,55.06,Loamy,Wheat,14,1,36,Urea,Rabi
24.55,59.45,47.37,Red,Barley,1,15,15,Urea,"Rabi, Kharif, Zaid, Summer"
36.49,58.68,47.81,Clayey,Cotton,42,2,2,DAP,Kharif
27.77,61.89,27.29,Black,Wheat,15,0,38,28-28,Rabi
27.09,45.13,20.39,Red,Wheat,17,0,41,28-28,Rabi
30.34,65.26,61.34,Loamy,Pulses,10,5,35,17-17-17,"Rabi, Kharif"
28.74,60.87,37.06,Clayey,Maize,10,16,19,17-17-17,"Kharif, Rabi, Summer"
30.0,42.84,46.81,Loamy,Barley,8,17,12,17-17-17,"Rabi, Kharif, Zaid, Summer"
39.4,75.28,52.3,Red,Maize,14,3,39,10-26-26,"Kharif, Rabi, Summer"
27.74,60.46,44.85,Red,Wheat,19,0,21,20-20,Rabi
27.37,52.05,37.96,Clayey,Maize,24,0,20,28-28,"Kharif, Rabi, Summer"
32.5,71.1,69.62,Red,Wheat,7,7,11,10-26-26,Rabi
26.46,43.65,36.14,Black,Maize,12,0,13,20-20,"Kharif, Rabi, Summer"
30.31,69.86,46.3,Black,Cotton,45,1,0,10-26-26,Kharif
31.51,54.73,65.9,Sandy,Pulses,16,0,10,14-35-14,"Rabi, Kharif"
39.77,60.41,50.77,Sandy,Wheat,6,4,34,Urea,Rabi
32.13,65.75,52.1,Loamy,Pulses,13,0,35,14-35-14,"Rabi, Kharif"
29.99,54.89,41.47,Red,Cotton,34,3,0,Urea,Kharif
38.38,71.17,56.45,Clayey,Wheat,36,0,3,14-35-14,Rabi
30.43,59.04,40.61,Loamy,Pulses,39,4,0,Urea,"Rabi, Kharif"
28.65,49.55,30.12,Red,Cotton,19,11,6,Urea,Kharif
25.07,45.11,36.38,Clayey,Maize,2,20,18,20-20,"Kharif, Rabi, Summer"
33.56,59.78,61.64,Loamy,Pulses,13,2,40,28-28,"Rabi, Kharif"
28.66,41.97,62.44,Red,Barley,8,9,19,14-35-14,"Rabi, Kharif, Zaid, Summer"
22.83,46.9,34.09,Clayey,Wheat,9,0,42,DAP,Rabi
27.38,57.61,57.88,Sandy,Maize,8,0,5,DAP,"Kharif, Rabi, Summer"
39.23,71.01,31.63,Clayey,Cotton,39,0,0,DAP,Kharif
37.38,61.81,32.73,Loamy,Cotton,3,5,31,28-28,Kharif
31.54,66.48,66.12,Clayey,Wheat,11,13,27,DAP,Rabi
29.45,60.0,64.63,Loamy,Maize,10,4,28,Urea,"Kharif, Rabi, Summer"
25.96,53.04,46.11,Black,Barley,6,11,31,10-26-26,"Rabi, Kharif, Zaid, Summer"
40.0,71.27,25.24,Red,Maize,16,4,17,17-17-17,"Kharif, Rabi, Summer"
35.95,70.71,37.39,Black,Cotton,37,3,0,14-35-14,Kharif
29.41,52.65,48.35,Loamy,Barley,7,3,27,DAP,"Rabi, Kharif, Zaid, Summer"
33.99,68.26,39.64,Red,Barley,11,0,6,10-26-26,"Rabi, Kharif, Zaid, Summer"
24.74,60.74,60.98,Loamy,Pulses,5,3,17,17-17-17,"Rabi, Kharif"
27.19,59.49,56.18,Black,Maize,9,17,16,DAP,"Kharif, Rabi, Summer"
31.1,50.28,40.57,Clayey,Cotton,7,3,24,28-28,Kharif
30.46,71.86,41.95,Clayey,Wheat,0,7,28,10-26-26,Rabi
28.7,59.26,46.42,Black,Pulses,11,2,39,Urea,"Rabi, Kharif"
32.49,61.52,47.27,Sandy,Wheat,14,16,23,Urea,Rabi
25.28,55.11,38.36,Clayey,Pulses,13,0,9,28-28,"Rabi, Kharif"
28.53,62.54,61.11,Red,Maize,15,2,36,14-35-14,"Kharif, Rabi, Summer"
26.45,56.63,64.39,Clayey,Pulses,14,9,27,Urea,"Rabi, Kharif"
27.71,67.71,47.17,Loamy,Pulses,8,9,15,10-26-26,"Rabi, Kharif"
30.26,50.57,43.21,Black,Pulses,13,6,11,DAP,"Rabi, Kharif"
32.12,69.24,36.58,Red,Cotton,43,0,0,14-35-14,Kharif
22.33,46.53,40.1,Clayey,Cotton,27,1,14,DAP,Kharif
27.36,61.34,43.04,Black,Wheat,11,0,17,28-28,Rabi
29.03,53.72,43.41,Loamy,Wheat,10,0,34,DAP,Rabi
32.8,55.77,44.43,Sandy,Barley,16,0,10,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.28,58.89,29.28,Clayey,Pulses,8,1,10,28-28,"Rabi, Kharif"
26.05,48.76,45.26,Loamy,Barley,38,0,0,DAP,"Rabi, Kharif, Zaid, Summer"
24.84,58.91,43.15,Red,Cotton,34,0,0,DAP,Kharif
26.56,59.44,32.72,Black,Maize,7,11,17,20-20,"Kharif, Rabi, Summer"
31.15,55.59,35.09,Red,Barley,14,0,36,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.59,54.91,43.28,Sandy,Barley,33,2,0,DAP,"Rabi, Kharif, Zaid, Summer"
30.3,69.31,52.01,Black,Barley,11,1,8,DAP,"Rabi, Kharif, Zaid, Summer"
38.45,63.15,58.06,Clayey,Barley,6,2,8,10-26-26,"Rabi, Kharif, Zaid, Summer"
20.56,55.98,65.55,Loamy,Barley,34,0,0,DAP,"Rabi, Kharif, Zaid, Summer"
38.77,68.24,57.2,Sandy,Wheat,42,0,0,20-20,Rabi
26.67,42.74,30.17,Red,Maize,2,14,18,Urea,"Kharif, Rabi, Summer"
31.42,63.61,32.38,Loamy,Wheat,38,0,0,28-28,Rabi
26.05,51.11,35.27,Red,Wheat,10,18,10,17-17-17,Rabi
32.41,67.07,32.33,Loamy,Barley,12,0,6,Urea,"Rabi, Kharif, Zaid, Summer"
27.81,63.26,43.38,Sandy,Wheat,32,0,0,10-26-26,Rabi
33.0,57.63,37.28,Loamy,Cotton,12,0,16,Urea,Kharif
26.74,56.43,41.86,Loamy,Maize,23,4,22,DAP,"Kharif, Rabi, Summer"
33.17,68.4,25.54,Black,Barley,17,0,32,Urea,"Rabi, Kharif, Zaid, Summer"
28.32,55.53,39.8,Clayey,Barley,16,3,13,14-35-14,"Rabi, Kharif, Zaid, Summer"
28.77,63.48,49.52,Red,Barley,37,0,0,DAP,"Rabi, Kharif, Zaid, Summer"
30.23,47.44,55.39,Red,Barley,38,2,4,DAP,"Rabi, Kharif, Zaid, Summer"
34.18,69.67,48.66,Sandy,Cotton,23,3,19,Urea,Kharif
28.32,59.85,58.07,Sandy,Pulses,35,0,0,DAP,"Rabi, Kharif"
28.16,57.48,62.2,Sandy,Cotton,6,0,7,10-26-26,Kharif
40.0,52.02,45.67,Clayey,Maize,19,0,44,14-35-14,"Kharif, Rabi, Summer"
30.08,57.14,37.49,Clayey,Cotton,18,0,40,28-28,Kharif
27.61,61.04,41.97,Clayey,Barley,34,2,4,14-35-14,"Rabi, Kharif, Zaid, Summer"
22.26,52.88,34.12,Loamy,Cotton,18,0,19,20-20,Kharif
26.63,45.47,29.06,Clayey,Pulses,5,12,31,20-20,"Rabi, Kharif"
24.69,52.7,23.05,Loamy,Wheat,30,4,3,28-28,Rabi
24.7,48.88,41.18,Black,Pulses,18,0,22,28-28,"Rabi, Kharif"
35.56,61.27,33.78,Black,Barley,18,4,22,DAP,"Rabi, Kharif, Zaid, Summer"
28.85,45.97,49.62,Black,Wheat,24,0,24,Urea,Rabi
30.45,68.48,46.14,Black,Pulses,27,0,20,14-35-14,"Rabi, Kharif"
25.4,50.75,42.4,Black,Barley,33,2,0,14-35-14,"Rabi, Kharif, Zaid, Summer"
27.56,58.15,53.0,Black,Cotton,15,1,39,17-17-17,Kharif
37.29,61.83,31.91,Black,Cotton,11,2,37,10-26-26,Kharif
26.88,58.54,70.0,Red,Pulses,10,0,33,20-20,"Rabi, Kharif"
21.46,49.42,45.96,Sandy,Cotton,27,0,19,Urea,Kharif
28.14,68.89,31.96,Clayey,Cotton,11,9,33,28-28,Kharif
32.55,64.64,43.51,Loamy,Pulses,11,0,45,17-17-17,"Rabi, Kharif"
36.93,71.6,35.49,Loamy,Maize,12,3,37,17-17-17,"Kharif, Rabi, Summer"
32.73,62.28,57.46,Sandy,Barley,12,0,44,28-28,"Rabi, Kharif, Zaid, Summer"
34.9,71.05,59.48,Red,Wheat,11,4,40,20-20,Rabi
30.98,59.93,30.97,Loamy,Wheat,13,0,6,28-28,Rabi
30.03,48.19,41.44,Black,Pulses,11,0,9,17-17-17,"Rabi, Kharif"
28.13,53.68,52.13,Black,Cotton,6,13,26,28-28,Kharif
32.89,60.09,59.65,Clayey,Wheat,13,0,11,20-20,Rabi
20.09,49.43,29.64,Black,Pulses,17,11,11,14-35-14,"Rabi, Kharif"
32.2,67.18,28.11,Loamy,Barley,15,18,16,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.93,52.97,59.12,Red,Pulses,10,8,33,17-17-17,"Rabi, Kharif"
27.81,60.0,25.06,Sandy,Barley,45,0,0,20-20,"Rabi, Kharif, Zaid, Summer"
31.36,56.32,45.45,Sandy,Barley,8,0,9,17-17-17,"Rabi, Kharif, Zaid, Summer"
27.52,59.49,43.56,Clayey,Maize,2,14,18,17-17-17,"Kharif, Rabi, Summer"
32.97,57.21,28.8,Loamy,Barley,10,1,41,14-35-14,"Rabi, Kharif, Zaid, Summer"
26.58,49.05,23.6,Loamy,Barley,22,1,15,20-20,"Rabi, Kharif, Zaid, Summer"
32.39,69.83,53.98,Red,Cotton,8,0,8,17-17-17,Kharif
27.86,58.24,49.66,Red,Barley,14,2,18,Urea,"Rabi, Kharif, Zaid, Summer"
27.87,59.72,43.57,Loamy,Barley,8,0,34,DAP,"Rabi, Kharif, Zaid, Summer"
31.12,59.5,48.49,Loamy,Maize,20,1,23,10-26-26,"Kharif, Rabi, Summer"
25.45,59.9,50.43,Black,Maize,18,0,18,DAP,"Kharif, Rabi, Summer"
