Temparature,Humidity,Soil Type,Crop Type,Suitable Season
28.71,64.1,Loamy,Maize,"Kharif, Rabi, Summer"
31.77,65.53,Black,Cotton,Kharif
29.34,72.39,Red,Cotton,Kharif
29.0,73.39,Clayey,Wheat,Rabi
26.18,47.19,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
27.37,46.45,Clayey,Cotton,Kharif
30.82,56.86,Black,Pulses,"Rabi, Kharif"
23.43,46.91,Red,Pulses,"Rabi, Kharif"
35.77,60.14,Black,Maize,"Kharif, Rabi, Summer"
32.29,56.56,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
22.39,59.45,Red,Pulses,"Rabi, Kharif"
30.09,52.45,Black,Barley,"Rabi, Kharif, Zaid, Summer"
30.67,44.15,Loamy,Maize,"Kharif, Rabi, Summer"
34.69,71.9,Loamy,Cotton,Kharif
24.87,56.1,Sandy,Cotton,Kharif
33.39,71.79,Black,Wheat,Rabi
32.93,56.53,Clayey,Maize,"Kharif, Rabi, Summer"
26.55,70.7,Loamy,Cotton,Kharif
30.29,55.55,Red,Wheat,Rabi
21.54,43.75,Clayey,Wheat,Rabi
37.94,60.1,Loamy,Maize,"Kharif, Rabi, Summer"
30.62,46.34,Black,Barley,"Rabi, Kharif, Zaid, Summer"
21.95,59.83,Sandy,Wheat,Rabi
24.98,67.9,Loamy,Wheat,Rabi
30.49,59.19,Red,Cotton,Kharif
22.27,53.67,Black,Pulses,"Rabi, Kharif"
31.58,55.46,Red,Wheat,Rabi
26.73,56.88,Red,Maize,"Kharif, Rabi, Summer"
27.32,69.77,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
39.76,50.39,Red,Wheat,Rabi
28.09,68.54,Red,Maize,"Kharif, Rabi, Summer"
33.22,67.49,Clayey,Pulses,"Rabi, Kharif"
33.09,77.6,Clayey,Maize,"Kharif, Rabi, Summer"
35.25,53.22,Sandy,Pulses,"Rabi, Kharif"
32.98,67.67,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
28.48,49.43,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
28.02,48.84,Sandy,Wheat,Rabi
27.7,62.14,Sandy,Wheat,Rabi
28.26,59.17,Red,Pulses,"Rabi, Kharif"
29.26,60.97,Red,Cotton,Kharif
26.27,51.6,Sandy,Wheat,Rabi
32.53,56.56,Clayey,Pulses,"Rabi, Kharif"
25.72,53.66,Red,Barley,"Rabi, Kharif, Zaid, Summer"
28.01,42.25,Black,Maize,"Kharif, Rabi, Summer"
38.69,71.21,Loamy,Wheat,Rabi
30.33,52.42,Sandy,Wheat,Rabi
28.97,59.55,Sandy,Wheat,Rabi
35.45,70.4,Loamy,Maize,"Kharif, Rabi, Summer"
23.79,63.74,Red,Wheat,Rabi
28.78,47.92,Clayey,Pulses,"Rabi, Kharif"
35.87,54.52,Loamy,Pulses,"Rabi, Kharif"
36.29,68.59,Sandy,Pulses,"Rabi, Kharif"
24.78,60.16,Sandy,Maize,"Kharif, Rabi, Summer"
32.21,54.41,Clayey,Maize,"Kharif, Rabi, Summer"
39.02,65.96,Sandy,Cotton,Kharif
27.01,57.18,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.51,57.2,Loamy,Cotton,Kharif
26.13,52.53,Sandy,Maize,"Kharif, Rabi, Summer"
31.78,66.16,Clayey,Maize,"Kharif, Rabi, Summer"
28.89,52.69,Clayey,Pulses,"Rabi, Kharif"
23.98,55.96,Red,Wheat,Rabi
30.52,54.37,Loamy,Cotton,Kharif
31.74,53.09,Sandy,Cotton,Kharif
38.5,58.84,Black,Cotton,Kharif
31.94,71.92,Black,Maize,"Kharif, Rabi, Summer"
31.24,49.93,Black,Maize,"Kharif, Rabi, Summer"
38.94,73.94,Red,Maize,"Kharif, Rabi, Summer"
32.41,66.99,Red,Barley,"Rabi, Kharif, Zaid, Summer"
37.99,74.34,Clayey,Wheat,Rabi
25.88,57.09,Clayey,Cotton,Kharif
28.55,43.74,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.83,58.92,Clayey,Pulses,"Rabi, Kharif"
32.42,57.29,Red,Maize,"Kharif, Rabi, Summer"
33.54,62.45,Black,Maize,"Kharif, Rabi, Summer"
25.18,55.87,Sandy,Pulses,"Rabi, Kharif"
28.46,53.05,Red,Pulses,"Rabi, Kharif"
23.72,61.19,Red,Pulses,"Rabi, Kharif"
38.08,63.07,Black,Cotton,Kharif
23.23,56.75,Clayey,Wheat,Rabi
25.2,60.8,Black,Cotton,Kharif
27.51,61.14,Loamy,Pulses,"Rabi, Kharif"
36.35,64.04,Black,Barley,"Rabi, Kharif, Zaid, Summer"
35.94,62.93,Red,Barley,"Rabi, Kharif, Zaid, Summer"
34.98,76.76,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
25.16,56.14,Red,Pulses,"Rabi, Kharif"
38.09,65.45,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
37.0,70.38,Loamy,Pulses,"Rabi, Kharif"
32.35,63.44,Red,Cotton,Kharif
32.28,67.55,Red,Pulses,"Rabi, Kharif"
32.83,60.9,Loamy,Cotton,Kharif
35.93,63.52,Clayey,Wheat,Rabi
29.21,68.29,Black,Pulses,"Rabi, Kharif"
28.58,62.64,Sandy,Cotton,Kharif
30.6,46.79,Red,Maize,"Kharif, Rabi, Summer"
31.13,61.96,Clayey,Pulses,"Rabi, Kharif"
35.66,64.66,Loamy,Pulses,"Rabi, Kharif"
38.02,73.39,Black,Barley,"Rabi, Kharif, Zaid, Summer"
32.38,67.07,Clayey,Cotton,Kharif
28.18,56.88,Red,Cotton,Kharif
28.93,52.02,Black,Cotton,Kharif
26.2,53.65,Sandy,Maize,"Kharif, Rabi, Summer"
33.91,63.82,Black,Wheat,Rabi
34.79,61.91,Clayey,Wheat,Rabi
24.06,65.78,Red,Cotton,Kharif
27.16,54.78,Black,Pulses,"Rabi, Kharif"
26.78,53.14,Black,Pulses,"Rabi, Kharif"
26.4,65.11,Black,Pulses,"Rabi, Kharif"
30.74,54.35,Sandy,Cotton,Kharif
25.11,48.12,Loamy,Pulses,"Rabi, Kharif"
38.91,64.93,Sandy,Pulses,"Rabi, Kharif"
26.05,58.12,Black,Pulses,"Rabi, Kharif"
34.2,64.85,Clayey,Maize,"Kharif, Rabi, Summer"
34.06,71.7,Red,Barley,"Rabi, Kharif, Zaid, Summer"
21.36,56.53,Black,Maize,"Kharif, Rabi, Summer"
22.72,44.19,Black,Pulses,"Rabi, Kharif"
24.5,42.83,Loamy,Cotton,Kharif
21.14,58.75,Loamy,Maize,"Kharif, Rabi, Summer"
30.21,50.79,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.63,58.39,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.87,74.24,Clayey,Maize,"Kharif, Rabi, Summer"
31.0,64.07,Black,Wheat,Rabi
30.47,58.88,Red,Pulses,"Rabi, Kharif"
24.62,63.54,Loamy,Wheat,Rabi
34.5,61.62,Red,Cotton,Kharif
28.91,60.07,Black,Barley,"Rabi, Kharif, Zaid, Summer"
38.41,74.99,Black,Maize,"Kharif, Rabi, Summer"
33.3,57.9,Black,Pulses,"Rabi, Kharif"
29.6,58.3,Clayey,Wheat,Rabi
31.77,46.28,Red,Cotton,Kharif
28.65,59.24,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
30.23,72.24,Red,Cotton,Kharif
24.03,59.41,Sandy,Cotton,Kharif
31.58,60.79,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
34.45,66.86,Black,Maize,"Kharif, Rabi, Summer"
40.0,62.24,Loamy,Pulses,"Rabi, Kharif"
30.04,45.43,Black,Maize,"Kharif, Rabi, Summer"
28.79,73.96,Clayey,Wheat,Rabi
31.74,63.18,Loamy,Maize,"Kharif, Rabi, Summer"
36.76,59.74,Black,Wheat,Rabi
26.29,47.4,Black,Pulses,"Rabi, Kharif"
25.49,59.63,Red,Barley,"Rabi, Kharif, Zaid, Summer"
28.88,55.01,Red,Pulses,"Rabi, Kharif"
37.7,56.61,Loamy,Wheat,Rabi
37.48,74.71,Sandy,Wheat,Rabi
24.91,47.48,Black,Pulses,"Rabi, Kharif"
30.89,57.6,Sandy,Maize,"Kharif, Rabi, Summer"
28.14,64.83,Loamy,Wheat,Rabi
23.0,53.85,Clayey,Cotton,Kharif
25.2,54.36,Black,Barley,"Rabi, Kharif, Zaid, Summer"
36.26,72.92,Red,Barley,"Rabi, Kharif, Zaid, Summer"
36.08,67.07,Loamy,Cotton,Kharif
35.44,68.66,Loamy,Wheat,Rabi
32.95,47.81,Sandy,Cotton,Kharif
33.44,62.95,Clayey,Pulses,"Rabi, Kharif"
25.0,43.01,Sandy,Maize,"Kharif, Rabi, Summer"
28.47,63.69,Black,Cotton,Kharif
30.44,62.39,Black,Pulses,"Rabi, Kharif"
24.39,43.91,Red,Cotton,Kharif
36.89,69.58,Sandy,Cotton,Kharif
30.22,50.85,Clayey,Wheat,Rabi
36.74,61.86,Clayey,Wheat,Rabi
26.18,44.54,Loamy,Wheat,Rabi
25.05,64.63,Loamy,Pulses,"Rabi, Kharif"
27.46,66.87,Loamy,Maize,"Kharif, Rabi, Summer"
37.69,54.05,Loamy,Pulses,"Rabi, Kharif"
27.77,54.61,Loamy,Wheat,Rabi
39.31,59.72,Red,Cotton,Kharif
27.41,48.69,Black,Wheat,Rabi
29.89,59.26,Sandy,Cotton,Kharif
34.05,71.7,Clayey,Pulses,"Rabi, Kharif"
32.24,49.43,Black,Cotton,Kharif
36.98,53.44,Clayey,Pulses,"Rabi, Kharif"
27.06,51.39,Clayey,Cotton,Kharif
38.7,65.81,Loamy,Wheat,Rabi
27.98,46.24,Loamy,Maize,"Kharif, Rabi, Summer"
38.27,60.33,Sandy,Cotton,Kharif
35.18,73.86,Black,Cotton,Kharif
26.44,66.93,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
32.97,76.36,Red,Pulses,"Rabi, Kharif"
32.59,52.77,Sandy,Wheat,Rabi
35.08,60.37,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
33.46,60.65,Red,Cotton,Kharif
27.46,63.08,Black,Cotton,Kharif
30.85,53.02,Sandy,Wheat,Rabi
24.83,48.37,Sandy,Pulses,"Rabi, Kharif"
33.65,64.1,Loamy,Maize,"Kharif, Rabi, Summer"
22.87,44.91,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
24.76,58.45,Sandy,Wheat,Rabi
23.2,46.23,Red,Wheat,Rabi
31.19,51.5,Loamy,Cotton,Kharif
27.52,51.39,Black,Wheat,Rabi
34.36,64.55,Sandy,Pulses,"Rabi, Kharif"
36.81,60.97,Black,Pulses,"Rabi, Kharif"
30.15,59.21,Loamy,Pulses,"Rabi, Kharif"
30.24,51.96,Black,Pulses,"Rabi, Kharif"
24.97,47.28,Black,Pulses,"Rabi, Kharif"
26.34,61.87,Red,Maize,"Kharif, Rabi, Summer"
22.2,55.19,Black,Wheat,Rabi
29.33,58.97,Loamy,Cotton,Kharif
28.33,61.2,Red,Wheat,Rabi
34.24,61.19,Sandy,Maize,"Kharif, Rabi, Summer"
32.64,52.05,Sandy,Pulses,"Rabi, Kharif"
26.86,60.39,Clayey,Maize,"Kharif, Rabi, Summer"
31.35,64.03,Black,Cotton,Kharif
37.86,61.26,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
34.3,73.98,Sandy,Pulses,"Rabi, Kharif"
34.35,68.28,Loamy,Wheat,Rabi
23.09,47.76,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.45,59.17,Sandy,Maize,"Kharif, Rabi, Summer"
29.76,68.21,Sandy,Wheat,Rabi
23.9,52.22,Black,Cotton,Kharif
31.65,58.98,Loamy,Wheat,Rabi
32.72,68.34,Red,Barley,"Rabi, Kharif, Zaid, Summer"
24.24,61.14,Red,Wheat,Rabi
25.23,47.76,Black,Pulses,"Rabi, Kharif"
30.78,72.03,Sandy,Maize,"Kharif, Rabi, Summer"
23.2,51.15,Clayey,Cotton,Kharif
30.61,56.22,Red,Maize,"Kharif, Rabi, Summer"
34.29,62.12,Loamy,Wheat,Rabi
27.72,52.05,Clayey,Maize,"Kharif, Rabi, Summer"
36.87,73.12,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.84,54.44,Red,Wheat,Rabi
31.29,48.4,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
33.77,70.96,Red,Maize,"Kharif, Rabi, Summer"
32.69,67.2,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.04,52.28,Sandy,Maize,"Kharif, Rabi, Summer"
30.97,52.6,Black,Wheat,Rabi
29.44,59.33,Red,Cotton,Kharif
28.89,50.23,Red,Wheat,Rabi
36.76,71.34,Sandy,Wheat,Rabi
32.93,69.74,Sandy,Maize,"Kharif, Rabi, Summer"
25.77,51.57,Clayey,Wheat,Rabi
31.38,57.81,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
25.77,49.55,Loamy,Wheat,Rabi
34.32,60.9,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
33.91,65.24,Clayey,Cotton,Kharif
27.48,58.97,Clayey,Pulses,"Rabi, Kharif"
24.39,60.54,Clayey,Pulses,"Rabi, Kharif"
34.62,67.2,Red,Wheat,Rabi
29.82,68.13,Black,Pulses,"Rabi, Kharif"
22.28,49.48,Red,Barley,"Rabi, Kharif, Zaid, Summer"
35.3,68.25,Red,Maize,"Kharif, Rabi, Summer"
36.47,70.93,Black,Barley,"Rabi, Kharif, Zaid, Summer"
25.9,51.18,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.5,57.68,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
27.2,71.23,Sandy,Cotton,Kharif
26.68,69.77,Loamy,Wheat,Rabi
33.67,66.03,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.68,51.55,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.25,69.46,Loamy,Wheat,Rabi
33.27,51.22,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.91,73.88,Red,Pulses,"Rabi, Kharif"
26.56,65.45,Sandy,Maize,"Kharif, Rabi, Summer"
37.57,64.34,Black,Maize,"Kharif, Rabi, Summer"
29.17,43.7,Loamy,Cotton,Kharif
30.95,54.47,Red,Maize,"Kharif, Rabi, Summer"
33.49,63.22,Clayey,Maize,"Kharif, Rabi, Summer"
23.56,47.6,Red,Pulses,"Rabi, Kharif"
32.31,67.68,Red,Wheat,Rabi
25.5,51.34,Loamy,Cotton,Kharif
36.05,70.84,Black,Barley,"Rabi, Kharif, Zaid, Summer"
32.85,53.6,Loamy,Cotton,Kharif
31.27,66.2,Clayey,Cotton,Kharif
27.7,60.18,Sandy,Cotton,Kharif
27.65,50.22,Red,Barley,"Rabi, Kharif, Zaid, Summer"
29.61,53.81,Loamy,Wheat,Rabi
21.4,45.95,Loamy,Cotton,Kharif
20.36,57.92,Clayey,Pulses,"Rabi, Kharif"
27.24,70.93,Clayey,Maize,"Kharif, Rabi, Summer"
21.47,45.29,Red,Pulses,"Rabi, Kharif"
39.22,70.14,Sandy,Pulses,"Rabi, Kharif"
27.59,49.54,Clayey,Pulses,"Rabi, Kharif"
24.8,49.86,Loamy,Pulses,"Rabi, Kharif"
33.86,52.1,Clayey,Wheat,Rabi
34.8,59.89,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
37.71,69.38,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
38.41,68.47,Sandy,Maize,"Kharif, Rabi, Summer"
22.63,51.01,Loamy,Maize,"Kharif, Rabi, Summer"
33.46,61.04,Red,Cotton,Kharif
27.06,57.03,Loamy,Maize,"Kharif, Rabi, Summer"
24.04,55.63,Red,Pulses,"Rabi, Kharif"
34.57,73.25,Loamy,Cotton,Kharif
28.35,60.55,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
26.77,47.3,Red,Barley,"Rabi, Kharif, Zaid, Summer"
23.9,58.01,Black,Barley,"Rabi, Kharif, Zaid, Summer"
25.47,58.41,Clayey,Maize,"Kharif, Rabi, Summer"
32.92,67.62,Black,Pulses,"Rabi, Kharif"
29.82,55.72,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
31.65,48.98,Red,Wheat,Rabi
31.54,65.06,Loamy,Wheat,Rabi
34.34,59.47,Loamy,Maize,"Kharif, Rabi, Summer"
30.3,50.47,Red,Cotton,Kharif
31.2,50.23,Loamy,Pulses,"Rabi, Kharif"
30.89,62.85,Red,Barley,"Rabi, Kharif, Zaid, Summer"
34.27,52.4,Loamy,Cotton,Kharif
31.36,66.19,Clayey,Cotton,Kharif
30.44,56.5,Sandy,Wheat,Rabi
33.51,59.04,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
26.03,60.45,Black,Barley,"Rabi, Kharif, Zaid, Summer"
27.4,56.16,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.4,77.68,Sandy,Pulses,"Rabi, Kharif"
33.44,64.06,Loamy,Pulses,"Rabi, Kharif"
32.94,60.91,Black,Wheat,Rabi
29.25,61.06,Black,Pulses,"Rabi, Kharif"
28.59,68.53,Clayey,Maize,"Kharif, Rabi, Summer"
33.19,72.33,Red,Maize,"Kharif, Rabi, Summer"
27.56,51.96,Sandy,Maize,"Kharif, Rabi, Summer"
31.46,59.57,Loamy,Wheat,Rabi
35.62,64.0,Black,Cotton,Kharif
34.37,65.19,Loamy,Pulses,"Rabi, Kharif"
25.62,51.09,Clayey,Pulses,"Rabi, Kharif"
35.63,68.45,Black,Wheat,Rabi
30.72,58.16,Red,Wheat,Rabi
40.0,71.51,Clayey,Cotton,Kharif
29.65,59.65,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.36,54.03,Red,Maize,"Kharif, Rabi, Summer"
39.17,74.97,Sandy,Pulses,"Rabi, Kharif"
40.0,71.02,Clayey,Wheat,Rabi
29.19,65.8,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.84,69.56,Clayey,Maize,"Kharif, Rabi, Summer"
28.28,64.37,Black,Wheat,Rabi
30.56,59.57,Sandy,Pulses,"Rabi, Kharif"
24.1,52.08,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.73,67.18,Red,Maize,"Kharif, Rabi, Summer"
37.99,67.95,Sandy,Cotton,Kharif
25.34,51.79,Clayey,Cotton,Kharif
21.15,48.8,Loamy,Pulses,"Rabi, Kharif"
23.28,54.92,Black,Barley,"Rabi, Kharif, Zaid, Summer"
30.26,47.16,Red,Barley,"Rabi, Kharif, Zaid, Summer"
29.79,67.81,Red,Wheat,Rabi
31.83,68.3,Red,Cotton,Kharif
36.12,64.07,Clayey,Maize,"Kharif, Rabi, Summer"
27.17,58.43,Clayey,Cotton,Kharif
29.51,68.51,Sandy,Wheat,Rabi
32.56,66.45,Sandy,Cotton,Kharif
28.13,52.62,Red,Wheat,Rabi
27.42,63.5,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
33.91,72.18,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.92,42.88,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.59,62.11,Black,Wheat,Rabi
21.1,51.91,Sandy,Cotton,Kharif
34.9,69.62,Black,Wheat,Rabi
23.62,48.41,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
21.92,52.16,Red,Wheat,Rabi
27.45,53.07,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
25.37,61.39,Red,Pulses,"Rabi, Kharif"
34.06,66.03,Loamy,Maize,"Kharif, Rabi, Summer"
26.22,62.62,Clayey,Maize,"Kharif, Rabi, Summer"
32.03,63.05,Red,Pulses,"Rabi, Kharif"
31.87,49.23,Sandy,Wheat,Rabi
29.93,59.13,Loamy,Maize,"Kharif, Rabi, Summer"
23.28,44.92,Clayey,Pulses,"Rabi, Kharif"
29.99,48.04,Red,Barley,"Rabi, Kharif, Zaid, Summer"
29.02,55.34,Red,Wheat,Rabi
26.81,50.5,Loamy,Pulses,"Rabi, Kharif"
38.0,66.68,Sandy,Cotton,Kharif
32.64,56.9,Sandy,Maize,"Kharif, Rabi, Summer"
23.94,56.65,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
36.12,65.18,Sandy,Wheat,Rabi
31.24,69.27,Sandy,Wheat,Rabi
27.42,45.99,Black,Barley,"Rabi, Kharif, Zaid, Summer"
34.06,63.07,Clayey,Wheat,Rabi
24.54,53.73,Clayey,Pulses,"Rabi, Kharif"
27.59,60.38,Clayey,Maize,"Kharif, Rabi, Summer"
36.55,67.98,Clayey,Cotton,Kharif
26.27,52.98,Black,Pulses,"Rabi, Kharif"
29.6,54.82,Red,Maize,"Kharif, Rabi, Summer"
27.94,56.62,Loamy,Wheat,Rabi
34.57,78.28,Red,Wheat,Rabi
28.63,55.59,Red,Pulses,"Rabi, Kharif"
31.75,60.66,Red,Barley,"Rabi, Kharif, Zaid, Summer"
34.36,60.34,Clayey,Wheat,Rabi
25.33,50.43,Sandy,Maize,"Kharif, Rabi, Summer"
30.18,72.18,Loamy,Pulses,"Rabi, Kharif"
22.88,50.27,Sandy,Maize,"Kharif, Rabi, Summer"
31.09,64.92,Red,Wheat,Rabi
28.54,58.89,Clayey,Wheat,Rabi
27.26,47.32,Sandy,Maize,"Kharif, Rabi, Summer"
35.64,69.14,Black,Cotton,Kharif
29.95,49.83,Red,Barley,"Rabi, Kharif, Zaid, Summer"
27.49,67.39,Loamy,Maize,"Kharif, Rabi, Summer"
28.11,66.77,Red,Wheat,Rabi
27.83,50.6,Clayey,Cotton,Kharif
31.61,60.35,Red,Cotton,Kharif
33.09,48.02,Clayey,Wheat,Rabi
37.89,65.59,Black,Maize,"Kharif, Rabi, Summer"
32.31,67.96,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
27.86,50.22,Red,Pulses,"Rabi, Kharif"
24.0,59.32,Red,Wheat,Rabi
30.75,53.95,Loamy,Wheat,Rabi
29.58,59.37,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
29.54,48.75,Sandy,Cotton,Kharif
30.04,56.4,Sandy,Maize,"Kharif, Rabi, Summer"
31.09,65.51,Black,Cotton,Kharif
21.85,49.88,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.7,58.19,Loamy,Wheat,Rabi
34.98,65.83,Red,Maize,"Kharif, Rabi, Summer"
25.23,44.95,Sandy,Maize,"Kharif, Rabi, Summer"
31.69,53.43,Red,Maize,"Kharif, Rabi, Summer"
26.2,68.6,Loamy,Wheat,Rabi
33.48,65.81,Black,Maize,"Kharif, Rabi, Summer"
39.16,72.53,Loamy,Maize,"Kharif, Rabi, Summer"
28.12,58.63,Clayey,Maize,"Kharif, Rabi, Summer"
26.29,59.73,Black,Maize,"Kharif, Rabi, Summer"
21.89,59.24,Clayey,Pulses,"Rabi, Kharif"
28.85,58.66,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,75.29,Sandy,Maize,"Kharif, Rabi, Summer"
32.89,67.49,Red,Pulses,"Rabi, Kharif"
32.79,70.93,Black,Barley,"Rabi, Kharif, Zaid, Summer"
22.96,62.5,Loamy,Cotton,Kharif
35.33,67.8,Sandy,Pulses,"Rabi, Kharif"
28.35,41.51,Red,Barley,"Rabi, Kharif, Zaid, Summer"
27.7,66.58,Clayey,Cotton,Kharif
35.74,61.66,Loamy,Pulses,"Rabi, Kharif"
26.0,57.75,Loamy,Cotton,Kharif
31.06,61.86,Sandy,Pulses,"Rabi, Kharif"
27.58,56.9,Clayey,Cotton,Kharif
31.17,48.39,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
29.85,60.51,Black,Wheat,Rabi
30.02,66.59,Loamy,Maize,"Kharif, Rabi, Summer"
35.68,61.52,Clayey,Pulses,"Rabi, Kharif"
30.31,54.48,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
27.63,54.5,Loamy,Cotton,Kharif
24.62,60.53,Clayey,Wheat,Rabi
31.92,57.5,Black,Pulses,"Rabi, Kharif"
26.11,62.81,Black,Maize,"Kharif, Rabi, Summer"
23.87,47.11,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.68,68.95,Red,Maize,"Kharif, Rabi, Summer"
35.22,60.12,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
34.58,63.02,Clayey,Wheat,Rabi
32.91,71.31,Black,Barley,"Rabi, Kharif, Zaid, Summer"
29.62,60.67,Clayey,Cotton,Kharif
34.51,64.96,Loamy,Cotton,Kharif
30.59,60.6,Black,Maize,"Kharif, Rabi, Summer"
32.69,60.02,Clayey,Pulses,"Rabi, Kharif"
24.0,56.92,Loamy,Pulses,"Rabi, Kharif"
25.95,57.37,Clayey,Maize,"Kharif, Rabi, Summer"
27.34,49.39,Red,Cotton,Kharif
29.53,46.72,Loamy,Pulses,"Rabi, Kharif"
28.9,48.22,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
35.66,61.27,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
31.14,77.02,Loamy,Wheat,Rabi
24.17,52.54,Clayey,Wheat,Rabi
24.12,45.11,Red,Barley,"Rabi, Kharif, Zaid, Summer"
29.28,63.52,Sandy,Wheat,Rabi
24.87,54.64,Clayey,Wheat,Rabi
24.1,56.35,Red,Wheat,Rabi
39.21,64.25,Loamy,Cotton,Kharif
34.53,60.32,Red,Wheat,Rabi
29.51,53.95,Loamy,Maize,"Kharif, Rabi, Summer"
40.0,80.0,Clayey,Pulses,"Rabi, Kharif"
24.11,60.41,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
24.44,60.46,Loamy,Wheat,Rabi
35.37,57.59,Loamy,Cotton,Kharif
30.74,66.87,Sandy,Wheat,Rabi
23.04,47.21,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.11,52.48,Red,Pulses,"Rabi, Kharif"
24.58,45.65,Sandy,Cotton,Kharif
33.96,56.48,Red,Pulses,"Rabi, Kharif"
23.11,52.75,Clayey,Pulses,"Rabi, Kharif"
21.99,47.5,Black,Wheat,Rabi
27.51,53.02,Black,Wheat,Rabi
22.66,52.77,Sandy,Wheat,Rabi
36.85,64.33,Red,Maize,"Kharif, Rabi, Summer"
27.99,45.61,Red,Maize,"Kharif, Rabi, Summer"
40.0,63.61,Sandy,Wheat,Rabi
38.04,56.36,Loamy,Wheat,Rabi
22.19,49.39,Red,Cotton,Kharif
30.57,44.28,Red,Cotton,Kharif
29.46,57.44,Red,Cotton,Kharif
30.91,63.67,Black,Pulses,"Rabi, Kharif"
24.56,57.17,Black,Maize,"Kharif, Rabi, Summer"
30.94,49.64,Black,Wheat,Rabi
21.84,58.1,Loamy,Wheat,Rabi
27.77,60.44,Sandy,Maize,"Kharif, Rabi, Summer"
28.72,42.07,Sandy,Maize,"Kharif, Rabi, Summer"
27.77,59.49,Clayey,Wheat,Rabi
35.86,55.82,Red,Wheat,Rabi
27.17,66.27,Sandy,Maize,"Kharif, Rabi, Summer"
30.79,55.86,Clayey,Maize,"Kharif, Rabi, Summer"
32.83,55.5,Black,Wheat,Rabi
35.2,70.49,Black,Wheat,Rabi
27.83,53.52,Clayey,Wheat,Rabi
35.9,54.1,Black,Wheat,Rabi
33.09,55.04,Red,Wheat,Rabi
33.03,66.47,Red,Cotton,Kharif
24.44,51.85,Black,Wheat,Rabi
30.64,63.54,Red,Maize,"Kharif, Rabi, Summer"
36.18,60.7,Loamy,Wheat,Rabi
26.01,58.47,Black,Cotton,Kharif
31.6,67.29,Clayey,Maize,"Kharif, Rabi, Summer"
31.62,57.89,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.73,54.97,Black,Cotton,Kharif
28.66,59.28,Loamy,Maize,"Kharif, Rabi, Summer"
33.85,61.06,Loamy,Pulses,"Rabi, Kharif"
